url,status,title,title_len,meta_desc_len,canonical,h1,robots,og_type,has_jsonld,jsonld_types
"/blog",200,"Blog Web &amp; SEO | Astuces digitales Hautes-Alpes | Face Nord Graphisme",73,144,"https://www.facenordgraphisme.fr/blog","Le ","index, follow","website",2,""@type":"ContactPoint"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/a-propos",200,"À Propos | Développeur Web Hautes-Alpes (Embrun) | Face Nord Graphisme",72,164,"https://www.facenordgraphisme.fr/a-propos","Vous souhaitez créer un site internet dans les Hautes-Alpes ?","index, follow","website",2,""@type":"ContactPoint"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/contact",200,"Contactez une agence web dans les Hautes-Alpes | Embrun | Face Nord Graphisme",77,142,"https://www.facenordgraphisme.fr/contact","Prêt à atteindre de nouveaux sommets ?","index, follow","website",2,""@type":"ContactPoint"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/faq",200,"Foire Aux Questions (FAQ) | Agence Web Embrun | Face Nord Graphisme",67,162,"https://www.facenordgraphisme.fr/faq","Foire Aux Questions","index, follow","website",2,""@type":"Answer"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebSite"|"
"/mentions-legales",200,"Mentions Légales | Face Nord Graphisme",39,123,"https://www.facenordgraphisme.fr/mentions-legales","Mentions Légales","index, follow","website",2,""@type":"ContactPoint"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/politique-de-confidentialite",200,"Politique de Confidentialité | Face Nord Graphisme",51,154,"https://www.facenordgraphisme.fr/politique-de-confidentialite","Politique de Confidentialité","index, follow","website",2,""@type":"ContactPoint"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/villes/briancon-hautes-alpes",200,"Agence web Briançon (05) — Création site internet | Face Nord Graphisme",75,192,"https://www.facenordgraphisme.fr/villes/briancon-hautes-alpes","Agence web à Briançon — Création de site internet Hautes-Alpes","index, follow","website",2,""@type":"Answer"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"LocalBusiness"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebSite"|"
"/villes/embrun-serre-poncon",200,"Agence web Embrun / Serre-Ponçon (05) — Face Nord Graphisme",62,185,"https://www.facenordgraphisme.fr/villes/embrun-serre-poncon","Agence web à Embrun et Serre-Ponçon — Votre partenaire digital local","index, follow","website",2,""@type":"Answer"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"LocalBusiness"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebSite"|"
"/villes/gap-hautes-alpes",200,"Agence web Gap (05) — Création site internet | Face Nord Graphisme",69,168,"https://www.facenordgraphisme.fr/villes/gap-hautes-alpes","Agence web à Gap — Création de site internet dans les Hautes-Alpes","index, follow","website",2,""@type":"Answer"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"LocalBusiness"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebSite"|"
"/portfolio/act-event-pro",200,"Act Event Pro | Réalisation Web Hautes-Alpes | Face Nord Graphisme",67,90,"https://www.facenordgraphisme.fr/portfolio/act-event-pro","Act Event Pro","index, follow","website",2,""@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"CreativeWork"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"LocalBusiness"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/portfolio/gaec-des-valentins",200,"GAEC des Valentins | Réalisation Web Hautes-Alpes | Face Nord Graphisme",72,98,"https://www.facenordgraphisme.fr/portfolio/gaec-des-valentins","GAEC des Valentins","index, follow","website",2,""@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"CreativeWork"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"LocalBusiness"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/portfolio/gaudineto",200,"Gaudineto | Réalisation Web Hautes-Alpes | Face Nord Graphisme",63,103,"https://www.facenordgraphisme.fr/portfolio/gaudineto","Gaudineto","index, follow","website",2,""@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"CreativeWork"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"LocalBusiness"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/portfolio/reves-d-aventures",200,"Rêves d&#x27;Aventures | Réalisation Web Hautes-Alpes | Face Nord Graphisme",77,85,"https://www.facenordgraphisme.fr/portfolio/reves-d-aventures","Rêves d&#x27;Aventures","index, follow","website",2,""@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"CreativeWork"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"LocalBusiness"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/portfolio/reves-daventures",200,"Rêves d&#x27;Aventures — Site vitrine &amp; réservation sports outdoor Hautes-Alpes | Face Nord Graphisme",109,139,"https://www.facenordgraphisme.fr/portfolio/reves-daventures","Rêves d&#x27;Aventures","index, follow","website",2,""@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"CreativeWork"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"LocalBusiness"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/portfolio/verdon-ebike",200,"Verdon E-Bike — Site vitrine location VAE Gorges du Verdon | Face Nord Graphisme",82,150,"https://www.facenordgraphisme.fr/portfolio/verdon-ebike","Verdon E-Bike","index, follow","website",2,""@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"CreativeWork"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"LocalBusiness"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"WebSite"|"
"/blog/le-guide-complet-de-la-visibilite-en-ligne-pour-les-commercants-des-hautes-alpes",200,"Visibilit� en ligne Hautes-Alpes | Face Nord Graphisme",56,171,"https://www.facenordgraphisme.fr/blog/le-guide-complet-de-la-visibilite-en-ligne-pour-les-commercants-des-hautes-alpes","Le guide complet de la visibilité en ligne pour les commerçants des Hautes-Alpes","index, follow","article",2,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/refonte-site-internet-5-signes",200,"5 signes pour refondre son site web | Face Nord Graphisme",57,158,"https://www.facenordgraphisme.fr/blog/refonte-site-internet-5-signes","Refonte de site internet : 5 signes qu&#x27;il est temps de changer","index, follow","article",2,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/digitaliser-reservations-tourisme-hautes-alpes",200,"R�servations en ligne Hautes-Alpes | Face Nord Graphisme",58,151,"https://www.facenordgraphisme.fr/blog/digitaliser-reservations-tourisme-hautes-alpes","Prestataires de tourisme : Comment digitaliser vos réservations dans les Hautes-Alpes?","index, follow","article",2,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/seo-vs-referencement-sur-l-ia-quelle-strategie-adopter-en-2026",200,"SEO vs IA : quelle strat�gie 2026 | Face Nord Graphisme",57,153,"https://www.facenordgraphisme.fr/blog/seo-vs-referencement-sur-l-ia-quelle-strategie-adopter-en-2026","SEO vs Référencement sur l’IA : quelle stratégie adopter en 2026 ?","index, follow","article",2,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/4-signaux-citation-ia-artisans",200,"Les 4 Signaux IA que les Artisans Ignorent | Face Nord Graphisme",64,158,"https://www.facenordgraphisme.fr/blog/4-signaux-citation-ia-artisans","Les 4 signaux de citation IA que les artisans ignorent","index, follow","article",2,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/balises-title-meta-description-pme-hautes-alpes",200,"Balises title &amp; meta : guide PME 05 | Face Nord Graphisme",61,166,"https://www.facenordgraphisme.fr/blog/balises-title-meta-description-pme-hautes-alpes","Balises title et méta description : le guide pratique pour les PME des Hautes-Alpes","index, follow","article",3,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/google-business-profile-artisans-hautes-alpes",200,"Google Business Profile - guide 05 | Face Nord Graphisme",56,164,"https://www.facenordgraphisme.fr/blog/google-business-profile-artisans-hautes-alpes","Google Business Profile : le guide complet pour les artisans et commerçants des Hautes-Alpes","index, follow","article",2,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/geo-referencement-ia-artisans-pme-hautes-alpes",200,"Référencement IA : Guide GEO 2026 | Face Nord Graphisme",57,163,"https://www.facenordgraphisme.fr/blog/geo-referencement-ia-artisans-pme-hautes-alpes","Référencement IA pour artisans et PME : le guide GEO 2026 pour être cité par ChatGPT","index, follow","article",2,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/gerer-avis-google-artisans-pme-hautes-alpes",200,"Avis Google : guide artisans et PME | Face Nord Graphisme",57,164,"https://www.facenordgraphisme.fr/blog/gerer-avis-google-artisans-pme-hautes-alpes","Comment gérer ses avis Google pour booster sa visibilité locale : guide pratique pour artisans et PME des Hautes-Alpes","index, follow","article",3,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/guide-creation-site-internet-artisan-hautes-alpes",200,"Création Site Internet Artisan Hautes-Alpes 2026 | Face Nord Graphisme",71,156,"https://www.facenordgraphisme.fr/blog/guide-creation-site-internet-artisan-hautes-alpes","Création de site internet pour artisan dans les Hautes-Alpes : le guide complet 2026","index, follow","article",2,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/prix-site-internet-artisan-pme-hautes-alpes",200,"Prix site web Hautes-Alpes : d�s 800 ? | Face Nord Graphisme",62,160,"https://www.facenordgraphisme.fr/blog/prix-site-internet-artisan-pme-hautes-alpes","Combien coûte un site internet pour artisan ou PME dans les Hautes-Alpes ?","index, follow","article",2,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/reservation-directe-eviter-commissions-booking-hautes-alpes",200,"Réservation Directe : Éviter les Commissions Booking | Face Nord Graphisme",76,166,"https://www.facenordgraphisme.fr/blog/reservation-directe-eviter-commissions-booking-hautes-alpes","Réservation directe : comment réduire les commissions Booking.com et augmenter vos revenus en 2026","index, follow","article",2,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
"/blog/seo-local-hautes-alpes-artisans-pme",200,"SEO local Hautes-Alpes - guide PME 05 | Face Nord Graphisme",59,150,"https://www.facenordgraphisme.fr/blog/seo-local-hautes-alpes-artisans-pme","SEO local dans les Hautes-Alpes : le guide complet pour artisans et PME du 05","index, follow","article",3,""@type":"Answer"|"@type":"BlogPosting"|"@type":"BreadcrumbList"|"@type":"ContactPoint"|"@type":"FAQPage"|"@type":"GeoCoordinates"|"@type":"ImageObject"|"@type":"ListItem"|"@type":"OpeningHoursSpecification"|"@type":"Organization"|"@type":"Person"|"@type":"PostalAddress"|"@type":"ProfessionalService"|"@type":"Question"|"@type":"WebPage"|"@type":"WebSite"|"
